# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Jan 03 16:02:01 AEDT 2020 [seed=1578027717651]
# -overwrite BMtest_sigma1_1corr0_0D1.29N7.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	clock.rate	meanRate	LOCATIONS.precision.col11	LOCATIONS.precision.col12	LOCATIONS.precision.col21	LOCATIONS.precision.col22	correlation	LOCATIONS.varCovar.LOCATIONS.precision.col11	LOCATIONS.varCovar.LOCATIONS.precision.col12	LOCATIONS.varCovar.LOCATIONS.precision.col21	LOCATIONS.varCovar.LOCATIONS.precision.col22	LOCATIONS.diffusionRate	LOCATIONS.lambda	treeLikelihood	branchRates	LOCATIONS.traitLikelihood	coalescent
1484000	-15569.061956354131	-41.95451884719833	-15527.107437506933	3.469536408884224	3.469536408884224	23.592636443257398	82.50588820847341	1.934051951146277	0.010625514500526333	0.01062551450052633	0.101567579162772	0.026802360260958835	0.026802360260958835	0.040976149346609335	-0.4154606706008974	11.899627179801161	-7.783505764445863	-7.783505764445863	29.49560524510187	0.8128450654186148	0.4815048862183189	-15454.289713371929	0.0	-72.81772413500343	-37.564193569400814
1485000	-15573.028991762998	-44.66499483119339	-15528.363996931805	3.433617147561762	3.433617147561762	23.53109089135498	151.99440339615407	1.7920370594532407	0.010717129180467595	0.010717129180467596	0.09043612761355395	0.04172217345860238	0.04172217345860238	0.05181258260844672	-0.609506477113664	17.59346893936156	-14.167171869693872	-14.167171869693872	30.708471225787036	0.6562849408001363	0.28451677710209633	-15454.531893490805	0.0	-73.83210344100021	-39.58893863205187
1486000	-15565.377047835127	-43.6283441461145	-15521.748703689012	3.384686788944874	3.384686788944874	22.751922196963097	60.6787953122989	1.3840609383042524	0.01116743813907197	0.011167438139071966	0.1513116752968766	0.041880276719078714	0.041880276719078714	0.04851442184974069	-0.4888075357032237	8.683694953072644	-7.49623583488491	-7.496235834884908	27.083584241939743	0.6503064328712305	0.2464157518345977	-15449.602144124472	0.0	-72.14655956453993	-39.3932768405277
1487000	-15567.587845926246	-42.31007327837361	-15525.277772647873	3.4926111684230454	3.4926111684230454	23.79343127423239	30.01046920000815	1.3184780611234306	0.010389575227187165	0.010389575227187167	0.08687967220045521	0.01860870894057041	0.01860870894057041	0.04156540528428034	-0.30966430460902605	12.730970311730124	-5.699617733587332	-5.699617733587332	26.61017064340145	0.6525040907591532	0.3842897551149283	-15451.51797646313	0.0	-73.75979618474207	-39.05922330547872
1488000	-15568.1693597837	-41.01801703408409	-15527.151342749616	3.394358919830504	3.394358919830504	22.681326629811192	45.06070169289217	1.6204066271490207	0.011377237015479895	0.011377237015479892	0.2011508974457284	0.06841118669425178	0.06841118669425178	0.048039844035170594	-0.6959296537980906	9.640423725567638	-13.728454797202588	-13.728454797202591	40.36607368532096	0.7805702815830318	0.35091982972192204	-15454.107188808388	0.0	-73.04415394122762	-36.92469969238865
1489000	-15577.103477372584	-46.00819690857936	-15531.095280464006	3.547798642641606	3.547798642641606	23.30970292548887	208.3867150134953	2.010658759314354	0.010276401195929435	0.010276401195929435	0.21234759296662264	0.019256008776993523	0.019256008776993523	0.018229075878711375	-0.30949973224242683	5.208148901270244	-5.501549372114326	-5.501549372114327	60.66889459207606	0.5624933696128211	0.15647147676120018	-15454.614477806259	0.0	-76.48080265774713	-39.61472098665898
1490000	-15578.50926317121	-44.51247256190818	-15533.996790609302	3.333696409284615	3.333696409284615	22.073159134053967	257.12663892062415	2.5097725560330835	0.011384114725983245	0.011384114725983245	0.20701525881204877	0.053883920271515034	0.053883920271515034	0.058864568734957434	-0.48812496788232335	6.341533519948749	-5.804963731690976	-5.804963731690977	22.301942086901832	0.944837622175043	0.6410863749146974	-15458.967143641994	0.0	-75.02964696730788	-37.092766255869705
1491000	-15565.625854390053	-42.15899939387067	-15523.466854996183	3.3781812375574836	3.3781812375574836	23.309437747515695	179.4843412440142	2.2008875441172124	0.010803056092621853	0.01080305609262185	0.12202619180018606	0.03891951086106326	0.03891951086106326	0.04976516167367135	-0.49943403480250886	10.918381378760563	-8.53886631459934	-8.538866314599343	26.772313310439724	0.7670081828593157	0.47954808650441594	-15450.649395785797	0.0	-72.81745921038689	-36.36147981647996
1492000	-15569.737089711121	-43.05144716404393	-15526.685642547078	3.4322715008512734	3.4322715008512734	23.847634201944484	101.10911412143977	1.6936726818137564	0.010772674031445661	0.010772674031445661	0.14068616522965216	0.07085899427114738	0.07085899427114738	0.07248539422439486	-0.7016879771850701	14.002253003435417	-13.688075728498521	-13.688075728498523	27.176830597490678	0.6936712686573641	0.3587574655165654	-15451.9284209739	0.0	-74.75722157317716	-38.3867994538434
1493000	-15569.753710369016	-43.619344814803846	-15526.134365554211	3.367578509359023	3.367578509359023	23.506509106773827	20.853367355096246	1.2164673926450487	0.011073697775478501	0.011073697775478506	0.2018065844967031	0.0544759857238763	0.0544759857238763	0.031774603451468875	-0.680295129488578	9.224224126594777	-15.814475941508025	-15.814475941508023	58.58481187541374	0.9796567715932476	0.612662588570808	-15451.54352292336	0.0	-74.5908426308505	-40.43459253771052
